"","State Code","County Code(FIPS Code)","Place Code","Year Built","Year of Average Daily Traffic","Year of Improvement Cost Estimate","Year Reconstructed","Year of Future Average Daily Traffic","Deck","Superstructure","Substructure","Channel and Channel Protection","Culverts","Location","Facility Carried","Structure Number","Year"
"7369",55,33,16300,1960,2012,2014,0,2033,"6","6","6","7","N","0.2M S JCT STH 40        ","LRD 930TH ST      ","P17091900000000",2015
"7370",55,33,30300,1929,2012,2014,0,2033,"5","5","5","6","N","0.4M W JCT CTH M         ","LRD 1170TH AVE    ","P17092300000000",2015
"7371",55,33,56775,1958,2012,2014,1988,2033,"5","6","5","7","N","0.7M N JCT STH 64        ","CTH V             ","P17092500000000",2015
"7372",55,33,62125,1966,2012,2014,0,2033,"N","N","N","6","5","2.6M N JCT STH 85        ","CTH O             ","P17093200000000",2015
"7373",55,33,85975,1975,2012,2014,0,2033,"7","8","7","8","N","0.3M N JCT STH 72        ","CTH D             ","P17093500000000",2015
"7374",55,33,76650,1944,2012,2014,0,2033,"5","5","6","8","N","2.3M N JCT USH 12        ","CTH Q             ","P17093600000000",2015
"7375",55,33,30300,1962,2012,2014,0,2033,"N","N","N","7","6","2.9M N JCT STH 170       ","CTH W             ","P17093700000000",2015
"7376",55,33,66550,1947,2012,2014,0,2033,"N","N","N","7","6","0.5M S JCT CTH J         ","LRD 570TH ST      ","P17093900000000",2015
"7377",55,33,79775,1980,2012,2014,0,2033,"6","7","7","7","N","1.7M N JCT CTH N         ","CTH Q             ","P17094000000000",2015
"7378",55,33,73375,1979,2012,2014,0,2033,"7","7","7","8","N","0.3M E JCT STH 79        ","LRD 750TH AVE     ","P17094600000000",2015
"7379",55,33,75750,1979,2012,2014,0,2033,"6","8","7","7","N","1.9M E JCT CTH H         ","CTH C             ","P17094700000000",2015
"7380",55,33,73375,1982,2012,2014,0,2033,"6","7","7","7","N","5.1M N JCT STH 25        ","CTH F             ","P17094800000000",2015
"7381",55,33,75750,1981,2012,2014,0,2033,"7","7","7","7","N","0.2M W JCT CTH E         ","LRD 430TH AVE     ","P17094900000000",2015
"7382",55,33,78975,1984,2012,2014,0,2033,"7","7","6","5","N","0.9M E JCT STH 25        ","CTH D             ","P17095100000000",2015
"7383",55,33,16300,1987,2012,2014,0,2033,"6","8","7","7","N","0.3M W JCT CTH A         ","LRD 945TH AVE     ","P17095200000000",2015
"7384",55,33,16300,1989,2012,2014,0,2033,"7","8","7","7","N","0.1M S JCT STH 40        ","CTH A             ","P17095300000000",2015
"7385",55,33,56775,1989,2012,2014,0,2033,"6","7","7","7","N","0.1M E JCT CTH V         ","LRD 1290TH AVE    ","P17095400000000",2015
"7386",55,33,76650,1988,2012,2014,0,2033,"7","7","7","7","N","0.1M N JCT CTH Q TO N    ","LRD 130TH ST      ","P17095500000000",2015
"7387",55,33,16300,1990,2012,2014,0,2033,"6","8","8","7","N","0.4M N JCT CTHB        ","CTH BB            ","P17095600000000",2015
"7388",55,33,16300,1990,2012,2014,0,2033,"7","8","8","7","N","0.4M E JCT CTH BB        ","CTH B             ","P17095700000000",2015
"7389",55,33,75750,1992,2012,2014,0,2033,"7","8","7","6","N","0.05M W JCT 770TH ST.    ","LRD 270TH AVE     ","P17095800000000",2015
"7390",55,33,71425,1964,2012,2014,0,2033,"N","N","N","7","5","1.7M N JCT CTH V         ","CTH I             ","P17095900000000",2015
"7391",55,35,83612,1965,2012,2014,1995,2033,"5","4","5","6","N","0.7M E USH 53            ","CTH AA            ","P18003200000000",2015
"7392",55,35,44350,1955,2012,2014,1979,2033,"5","5","4","7","N","0.5M E USH 12            ","CTH AF            ","P18005700000000",2015
"7393",55,35,63400,1956,2012,2014,2002,2033,"7","7","7","6","N","0.9M W STH 93            ","CTH HH            ","P18006100000000",2015
"7394",55,35,83612,1990,2012,2014,0,2033,"7","8","8","7","N","0.5M W STH 93            ","CTH II            ","P18006500000000",2015
"7395",55,35,60750,1965,2012,2014,0,2033,"6","6","6","7","N","0.7M S CTH HH TO W       ","CTH K             ","P18006800000000",2015
"7396",55,35,60750,1953,2012,2014,0,2033,"6","6","4","7","N","0.2M W CTH V             ","CTH O             ","P18007100000000",2015
"7397",55,35,15200,1919,2012,2014,1984,2033,"6","5","4","8","N","0.2M N CTH HH            ","CTH KK            ","P18007200000000",2015
"7398",55,35,63400,1964,2012,2014,0,2033,"6","7","6","7","N","0.1M N CTH YYY           ","CTH U             ","P18007400000000",2015
"7399",55,35,44350,1985,2012,2014,0,2033,"N","N","N","7","5","0.1M W USH 12            ","CTH V             ","P18007600000000",2015
"7400",55,35,44350,1925,2012,2014,1983,2033,"6","6","5","7","N","1.1M W USH 12            ","CTH V             ","P18007700000000",2015
"7401",55,35,44350,1925,2012,2014,1981,2033,"6","7","7","8","N","0.6M N CTH JJ            ","CTH V             ","P18007800000000",2015
"7402",55,35,60750,1964,2012,2014,0,2033,"5","5","6","7","N","0.9M N CTH VV            ","CTH V             ","P18008000000000",2015
"7403",55,35,60750,1924,2012,2014,1983,2033,"8","8","5","8","N","0.1M E CTH V             ","CTH VV            ","P18008200000000",2015
"7404",55,35,46275,1966,2012,2014,0,2033,"5","5","4","4","N","0.3M E CTH X             ","LRD HAY CREEK RD  ","P18008500000000",2015
"7405",55,35,87400,1967,2012,2014,0,2033,"6","4","5","8","N","2.6M E CTH X             ","LRD TOWN LINE RD  ","P18008700000000",2015
"7406",55,35,72675,1978,2012,2014,0,2033,"6","6","6","5","N","1.0M S CTH Q             ","LRD N 140TH AVE   ","P18008800000000",2015
"7407",55,35,44350,1970,2012,2014,0,2033,"6","7","5","N","N","1.1M N USH 12            ","LRD WATERTOWER RD ","P18009300000000",2015
"7408",55,35,81550,1978,2012,2014,0,2033,"6","7","7","8","N","1.0M W USH 12            ","LRD COUNTY LINE RD","P18009500000000",2015
"7409",55,35,83612,1975,2012,2014,0,2033,"5","5","7","8","N","0.3M S CTH S             ","LRD LOWES CREEK RD","P18009900000000",2015
"7410",55,35,44350,1921,2012,2014,0,2033,"7","6","7","7","N","0.4M N CTH V             ","LRD MORNING CREST ","P18010500000000",2015
"7411",55,35,9500,1971,2012,2014,0,2033,"7","5","7","8","N","0.4M N USH 12            ","LRD BARTIG RD     ","P18010700000000",2015
"7412",55,35,24850,1963,2012,2014,2000,2033,"7","6","6","8","N","1.4M W CTH H             ","CTH M             ","P18011000000000",2015
"7413",55,35,24825,1914,2012,2014,2005,2033,"6","8","7","8","N","0.6M E CTH H             ","LRD POND RD       ","P18011300000000",2015
"7414",55,35,15200,1979,2012,2014,0,2033,"6","6","6","8","N","0.2M E USH 53            ","LRD E MALLARD RD  ","P18011700000000",2015
"7415",55,35,15200,1915,2012,2014,1979,2033,"5","4","5","5","N","0.2M W USH 53            ","LRD E BUNTING RD  ","P18011800000000",2015
"7416",55,35,20800,1964,2012,2014,0,2033,"7","7","6","6","N","0.1M N STH 37            ","CTH Z             ","P18012100000000",2015
"7417",55,35,25125,1940,2012,2014,1970,2033,"6","6","6","7","N","0.3M W CTH K             ","CTH J             ","P18070100000000",2015
"7418",55,35,25125,1971,2012,2014,0,2033,"4","4","4","8","N","0.3M N USH 12            ","CTH K             ","P18070200000000",2015
"7419",55,35,3825,1959,2012,2014,1997,2033,"6","6","7","8","N","0.1M N USH 12            ","CTH G             ","P18070600000000",2015
"7420",55,35,22300,1967,2012,2014,0,2033,"4","4","5","N","N","0.8M N JCT USH B12       ","LRD S EDDY ST     ","P18071200000000",2015
"7421",55,35,22300,1965,2012,2014,0,2033,"4","5","7","N","N","0.3M N JCT USH B12       ","CTH F   JEFFERS RD","P18071700000000",2015
"7422",55,35,24825,1929,2012,2014,0,2033,"6","5","6","7","N","0.1M N USH 12            ","CTH H             ","P18072200000000",2015
"7423",55,35,22300,1933,2012,2014,0,2033,"5","5","5","8","N","0.5M W JCT USH B12       ","LRD GRAND AVE     ","P18072300000000",2015
"7424",55,35,22300,1931,2012,2014,1984,2033,"N","N","N","N","6","0.1M N JCT USH 12        ","LRD STATE ST      ","P18072400000000",2015
"7425",55,35,24825,1930,2012,2014,0,2033,"7","8","7","8","N","0.1M N USH 10            ","CTH YY            ","P18072600000000",2015
"7426",55,35,46275,1930,2012,2014,0,2033,"6","4","5","7","N","0.7M W STH 27            ","CTH X             ","P18090300000000",2015
"7427",55,35,15200,2003,2012,2014,2005,2033,"7","8","7","8","N","0.4M N CTH HH            ","CTH D             ","P18090400000000",2015
"7428",55,35,44350,1956,2012,2014,0,2033,"6","6","6","8","N","0.3M W CTH V             ","CTH JJ            ","P18090800000000",2015
"7429",55,35,9500,1925,2012,2014,1960,2033,"6","6","7","6","N","2.7M E STH 27            ","LRD ND            ","P18091100000000",2015
"7430",55,35,63400,1955,2012,2014,0,2033,"5","7","7","6","N","1.9M S CTH HH            ","CTH F             ","P18091400000000",2015
"7431",55,35,15200,1945,2012,2014,1985,2033,"6","6","6","7","N","0.1M E USH 53            ","CTH V             ","P18091600000000",2015
"7432",55,35,63400,1966,2012,2014,0,2033,"6","6","6","5","N","0.1M S CTH V             ","CTH I             ","P18091700000000",2015
"7433",55,35,60750,1965,2012,2014,0,2033,"8","8","7","8","N","1.8M E CTH VV            ","CTH HH            ","P18092000000000",2015
"7434",55,35,87400,1920,2012,2014,1970,2033,"5","5","4","8","N","1.1M N CTH D             ","LRD GRAVEL PIT RD ","P18092100000000",2015
"7435",55,35,44350,1965,2012,2014,0,2033,"7","7","6","8","N","0.2M W CTH KK            ","LRD BRIDGE WATER R","P18092200000000",2015
"7436",55,35,46275,1981,2012,2014,0,2033,"8","8","8","8","N","0.1M N CTH X             ","CTH XX            ","P18092400000000",2015
"7437",55,35,15200,1920,2012,2014,1968,2033,"5","3","5","5","N","0.5M E CTH KK            ","CTH HH            ","P18092700000000",2015
"7438",55,35,63400,1994,2012,2014,0,2033,"N","N","N","8","7","0.1M E CTH I             ","CTH HH            ","P18092900000000",2015
"7439",55,35,9500,1994,2012,2014,0,2033,"8","8","8","8","N","1.5M W CTH H             ","CTH COUNTY RUSTIC ","P18093000000000",2015
"7440",55,37,26200,1930,2012,2014,0,2033,"7","5","6","6","N","8.0M N JCT STH 70        ","LRD FOREST RD 2446","P19001300000000",2015
"7441",55,37,25575,1965,2012,2014,0,2033,"7","7","7","8","N","7.6M W JCT STH 101       ","LRD NICOLET 2159-0","P19002400000000",2015
"7442",55,37,25575,1973,2012,2014,0,2033,"5","5","5","7","N","7.0M W JCT STH 101       ","LRD NICOLET 2383-0","P19090200000000",2015
"7443",55,39,26300,1927,2013,2014,0,2033,"5","4","5","6","N","0.2M W CTH VVV           ","LRD ROGERSVILLE RO","P20005100000000",2015
"7444",55,39,76250,1925,2012,2014,0,2033,"6","6","5","8","N","0.1M N JCT CTH T         ","LRD CHURCH RD     ","P20005400000000",2015
"7445",55,39,26300,1977,2012,2014,0,2032,"N","N","N","6","7","0.8M S JCT US 151        ","CTH V             ","P20005600000000",2015
"7446",55,39,3150,1923,2012,2014,0,2033,"5","6","6","8","N","1.1M E JCT CTH W         ","LRD ELMORE DR     ","P20006000000000",2015
"7447",55,39,3150,1929,2014,2014,0,2034,"6","4","4","6","N","1.2M N JCT STH 67        ","LRD DRUMLIN RD    ","P20007200000000",2015
"7448",55,39,69550,1958,2012,2014,0,2033,"7","7","8","8","N","1.0M E JCT STH 26        ","LRD FREMONT RD    ","P20007700000000",2015
"7449",55,39,26450,1927,2012,2014,0,2033,"5","5","7","8","N","0.4M W JCT CTH W         ","LRD POPLAR RD     ","P20008200000000",2015
"7450",55,39,26450,1961,2012,2014,0,2033,"N","N","N","5","5","0.1M W JCT CTH W         ","LRD WALNUT RD     ","P20008400000000",2015
"7451",55,39,42125,1912,2012,2014,1975,2033,"6","4","5","6","N","0.4M N JCT CTH T         ","LRD TOWN LINE RD  ","P20008600000000",2015
"7452",55,39,26300,1950,2012,2014,0,2033,"4","3","5","5","N","1.7M S JCT CTH VV        ","LRD HICKORY RD    ","P20009100000000",2015
"7453",55,39,84450,1965,2012,2014,0,2033,"5","5","7","5","N","0.4M N JCT STH 49        ","LRD BANNER RD     ","P20010000000000",2015
"7454",55,39,22500,1963,2012,2014,0,2033,"N","N","N","7","6","0.7M W JCT CTH W         ","LRD MEADOW RD     ","P20010400000000",2015
"7455",55,39,22500,1983,2012,2014,0,2033,"N","N","N","6","5","1.1M S JCT CTH F         ","LRD HAPPY RD      ","P20010500000000",2015
"7456",55,39,3750,1975,2012,2014,0,2033,"5","5","6","6","N","0.3M E JCT USH 45        ","LRD OLD BRIDGE RD ","P20011000000000",2015
"7457",55,39,3150,1925,2012,2014,1970,2033,"4","4","5","6","N","1.2M N JCT STH 28/USH 41 ","CTH H             ","P20011100000000",2015
"7458",55,39,3150,1940,2012,2014,0,2033,"N","N","N","8","5","0.7M E JCT CTH W         ","LRD SPRING DR/MAIN","P20011300000000",2015
"7459",55,39,68175,1984,2012,2014,0,2033,"N","N","N","6","7","0.1M S JCT OSHKOSH ST    ","LRD REDMAN DR (DEA","P20070500000000",2015
"7460",55,39,84425,1955,2012,2014,0,2033,"6","5","6","6","N","0.3M N JCT STH 49        ","LRD BRANDON ST (CT","P20070700000000",2015
"7461",55,39,26275,1935,2011,2014,0,2033,"3","4","4","8","N","0.5M W JCT USH 45        ","LRD ARNDT ST      ","P20070900000000",2015
"7462",55,39,26275,1968,2012,2014,0,2033,"6","3","5","8","N","0.4M W JCT USH 151       ","LRD DIVISION ST   ","P20071100000000",2015
"7463",55,39,26275,1982,2012,2014,0,2033,"8","7","7","8","N","0.8M E JCT USH 151       ","LRD DIVISION ST   ","P20071200000000",2015
"7464",55,39,26275,1968,2012,2014,0,2033,"5","5","6","8","N","0.1M W JCT USH 151       ","LRD 1ST ST        ","P20071400000000",2015
"7465",55,39,26275,1965,2012,2014,0,2033,"5","4","6","7","N","0.1M W JCT USH 151       ","LRD FOREST ST     ","P20071600000000",2015
"7466",55,39,26275,1965,2012,2014,0,2033,"5","4","5","7","N","0.4M N JCT USH 151       ","LRD HICKORY ST    ","P20071900000000",2015
"7467",55,39,26275,1927,2012,2014,0,2033,"6","5","5","7","N","0.4M N JCT USH 151       ","LRD PROMEN DR     ","P20072000000000",2015
"7468",55,39,26275,1927,2012,2014,0,2033,"7","6","5","8","N","0.3M N JCT USH 151       ","LRD PROMEN DR     ","P20072100000000",2015
"7469",55,39,26275,1965,2012,2014,0,2033,"5","6","7","8","N","1.4M E JCT USH 45        ","LRD SCOTT ST      ","P20072400000000",2015
"7470",55,39,26275,1967,2012,2014,0,2033,"5","5","6","8","N","0.1M W JCT USH 151       ","LRD 2ND ST        ","P20072500000000",2015
"7471",55,39,26275,1961,2012,2014,0,2033,"6","5","7","7","N","1.0M E JCT USH 151       ","LRD 2ND ST        ","P20072600000000",2015
"7472",55,39,26275,1962,2012,2014,0,2033,"5","7","7","8","N","0.3M N JCT USH 151       ","LRD SEYMOUR ST    ","P20072700000000",2015
"7473",55,39,26275,1926,2012,2014,0,2033,"6","4","6","5","N","0.5M N JCT USH 151       ","LRD STOW ST       ","P20072800000000",2015
"7474",55,39,26275,1982,2012,2014,0,2033,"7","7","7","6","N","0.1M W JCT STH 175       ","LRD W 12TH ST     ","P20072900000000",2015
"7475",55,39,26275,1981,2012,2014,0,2033,"5","5","7","8","N","0.1M W JCT USH 45        ","LRD DIVISION ST   ","P20073000000000",2015
"7476",55,39,58000,1950,2012,2014,1973,2033,"7","5","5","6","N","0.5M E JCT PROSPECT AVENU","LRD MINNESOTA AVE ","P20073200000000",2015
"7477",55,39,58000,1950,2012,2014,0,2033,"N","N","N","6","4","0.3M E JCT PROSPECT AVENU","LRD MCKINLEY ST   ","P20073600000000",2015
"7478",55,39,26275,1965,2012,2014,0,2033,"7","7","7","8","N","0.3M N JCT USH 151       ","LRD SERVICE RD (DE","P20073700000000",2015
"7479",55,39,26275,1989,2012,2014,0,2033,"8","8","8","8","N","0.4M S JCT CTH T         ","LRD S NATIONAL AVE","P20073900000000",2015
"7480",55,39,3750,1940,2012,2014,0,2033,"N","N","N","6","6","0.4M E JCT USH 45        ","LRD AUBURN-ASHFORD","P20090400000000",2015
"7481",55,39,3150,1930,2012,2014,0,2033,"N","N","N","6","4","0.2M E JCT CTH H         ","LRD SUPERIOR DR   ","P20090700000000",2015
"7482",55,39,23150,1976,2012,2014,0,2033,"N","N","N","6","3","0.3M S JCT LINCOLN RD.   ","LRD TOWN LINE RD  ","P20091000000000",2015
"7483",55,39,26450,1920,2012,2014,0,2033,"4","4","7","8","N","0.6M S JCT STH 23        ","LRD DIVISION RD   ","P20091500000000",2015
"7484",55,39,68200,1950,2012,2014,0,2033,"5","3","4","7","N","0.2M N JCT STH 23        ","LRD SILVER CREEK R","P20091800000000",2015
"7485",55,39,69550,1950,2012,2014,0,2033,"3","3","4","6","N","1.4M E JCT CTH M         ","LRD OLDEN RD      ","P20091900000000",2015
"7486",55,39,3150,1982,2012,2014,0,2033,"N","N","N","6","6","0.1M E JCT CTH H         ","LRD CLOVERLAND ROA","P20092400000000",2015
"7487",55,39,12075,1981,2012,2014,1989,2032,"N","N","N","8","7","0.5M W JCT USH 151       ","CTH W (DEAD END)  ","P20092500000000",2015
"7488",55,39,12075,1996,2012,2014,0,2033,"N","N","N","5","8","0.05M N JCT CALMAR ROAD  ","LRD TOWN HALL ROAD","P20092600000000",2015
"7489",55,39,1525,1931,2012,2014,0,2033,"6","4","5","6","N","0.6M N JCT CTH AW        ","LRD OAK GROVE ROAD","P20092700000000",2015
"7490",55,39,27975,2004,2012,2014,0,2032,"N","N","N","9","8","1.4M N OF CTH OO WINNEBAG","LRD CTH RP        ","P20093000000000",2015
"7491",55,39,49650,2002,2012,2014,0,2032,"N","N","N","8","8","2.5M S JCT OF CTH Q      ","CTH WH            ","P20093100000000",2015
"7492",55,39,26300,1999,2012,2014,0,2033,"N","N","N","6","8","0.20M W JCT CTH K        ","LRD REINHARDT RD  ","P20093200000000",2015
"7493",55,39,24050,1928,2012,2014,1953,2033,"N","N","N","5","3","0.5M N JCT CTH T         ","CTH UU            ","P20093500000000",2015
"7494",55,41,64050,1926,2012,2014,0,2033,"5","5","4","7","N","0.4M N JCT STH 139       ","LRD OLD HWY 139 RD","P21001600000000",2015
"7495",55,41,13125,1969,2012,2014,0,2033,"N","N","N","8","6","0.5M W JCT CTH O         ","CTH G             ","P21001800000000",2015
"7496",55,41,2625,1921,2012,2014,0,2033,"5","6","5","6","N","2.5M N JCT CTH G         ","LRD CARDINAL RD   ","P21003400000000",2015
"7497",55,41,2625,1924,2012,2014,0,2033,"4","5","5","5","N","3.2M N JCT CTH G         ","LRD CARDINAL RD   ","P21003500000000",2015
"7498",55,41,2625,1998,2012,2014,0,2033,"N","N","N","7","7","0.6M S CTH G             ","LRD PESHTIGO RIVER","P21040100000000",2015
"7499",55,41,34650,1930,2012,2014,0,2033,"N","N","N","8","4","2.9M S JCT STH 32        ","LRD PINE LAKE RD  ","P21090500000000",2015
"7500",55,41,83025,1917,2012,2014,0,2033,"0","0","0","6","N","0.5M E JCT STH 32        ","LRD SOPER RD      ","P21090700000000",2015
"7501",55,41,2625,1974,2012,2014,0,2033,"N","N","N","7","5","3.6M E JCT STH 32        ","CTH G             ","P21091100000000",2015
"7502",55,41,17450,1988,2012,2014,0,2033,"N","N","N","5","3","0.3M S JCT USH 8         ","LRD COLE RD       ","P21091200000000",2015
"7503",55,43,43825,1939,2012,2014,0,2032,"5","5","5","7","N","0.1M E JCT USH 61        ","LRD PINE GROVE RD ","P22002800000000",2015
"7504",55,43,6100,1958,2012,2014,0,2033,"N","N","N","6","6","0.5M N JCT STH 81        ","CTH U             ","P22011200000000",2015
"7505",55,43,55225,1976,2012,2014,0,2032,"7","7","7","7","N","0.8M S JCT STH 133       ","LRD FOREST RD     ","P22012300000000",2015
"7506",55,43,49350,1900,2012,2014,0,2032,"6","5","5","8","N","0.2M W JCT USH 61        ","LRD TOWNHALL RD   ","P22012700000000",2015
"7507",55,43,13100,1969,2012,2014,0,2033,"7","7","7","8","N","3.7M E JCT CTH Q         ","LRD STANEK RD     ","P22013200000000",2015
"7508",55,43,13100,1973,2012,2014,0,2033,"7","7","7","7","N","0.1M W JCT CTH Q         ","LRD NEFF RD       ","P22013300000000",2015
"7509",55,43,13100,1962,2012,2014,0,2033,"5","5","5","8","N","0.5M S JCT CTH Q         ","LRD SHEMAK RD     ","P22013600000000",2015
"7510",55,43,13100,1978,2012,2014,0,2033,"7","8","6","8","N","0.1M W JCT CTH Q         ","LRD BIBA RD       ","P22013900000000",2015
"7511",55,43,87800,1990,2012,2014,0,2033,"N","N","N","8","8","2.2M W JCT STH 80        ","LRD LA PLATTE RD  ","P22014600000000",2015
"7512",55,43,87800,1930,2012,2014,0,2033,"5","6","5","6","N","2.6M N JCT USH 18        ","LRD PRESTON RD    ","P22014700000000",2015
"7513",55,43,34300,1981,2012,2014,0,2032,"N","N","N","7","7","1.3M E JCT CTH Q         ","LRD EVERSON RD    ","P22014800000000",2015
"7514",55,43,25625,1979,2012,2014,0,2032,"8","8","8","8","N","0.1M N JCT CTH Q         ","LRD BAUMGARTNER RD","P22014900000000",2015
"7515",55,43,25625,1980,2012,2014,0,2032,"N","N","N","7","7","1.4M S JCT USH 18        ","LRD WEINBRENNER RD","P22015000000000",2015
"7516",55,43,25625,1972,2012,2014,0,2032,"8","8","7","8","N","0.1M E JCT CTH Q         ","LRD BLUE SCHOOL RD","P22015100000000",2015
"7517",55,43,25625,1973,2012,2014,0,2032,"N","N","N","8","7","0.1M S JCT CTH Q         ","LRD TORMEY RD     ","P22015300000000",2015
"7518",55,43,54775,1950,2012,2014,0,2032,"5","5","5","6","N","0.1M E JCT CTH K         ","LRD GREEN RIVER RD","P22015400000000",2015
"7519",55,43,54775,1975,2012,2014,0,2032,"7","7","6","7","N","0.9M E JCT CTH K         ","LRD GREEN RIVER RD","P22015500000000",2015
"7520",55,43,54775,1919,2012,2014,0,2032,"7","5","4","8","N","0.2M S JCT CTH K         ","LRD BIG GREEN RD  ","P22015800000000",2015
"7521",55,43,54700,1980,2012,2014,0,2032,"N","N","N","6","7","1.1M S JCT CTH K         ","LRD BIG GREEN RD  ","P22016000000000",2015
"7522",55,43,54700,1976,2012,2014,0,2032,"N","N","N","7","7","2.6M N JCT USH 18        ","LRD ALDERSON RD   ","P22016600000000",2015
"7523",55,43,54700,1973,2012,2014,0,2032,"N","N","N","5","7","0.2M E JCT CTH J         ","LRD SOUTH RIDGE RD","P22016800000000",2015
"7524",55,43,52150,1977,2012,2014,0,2032,"N","N","N","8","6","0.1M S JCT CTH C         ","LRD KUSSMAUL RD   ","P22016900000000",2015
"7525",55,43,89250,1920,2012,2014,1982,2032,"7","5","6","5","N","2.3M E JCT CTH A         ","LRD HORSTMAN LANE ","P22017600000000",2015
"7526",55,43,61450,1974,2012,2014,0,2032,"N","N","N","6","6","1.8M E JCT STH 35        ","LRD PATCH GROVE RD","P22018000000000",2015
"7527",55,43,61450,1989,2012,2014,0,2032,"N","N","N","8","8","3.0M S JCT USH 18        ","LRD CRUBEL LANE (D","P22018200000000",2015
"7528",55,43,45025,1978,2012,2014,0,2032,"7","7","8","7","N","0.6M E JCT CTH J         ","LRD WILSON HILL RD","P22018500000000",2015
"7529",55,43,45025,1964,2012,2014,0,2032,"N","N","N","7","7","2.9M S JCT USH 18        ","LRD PLEASANT VALLE","P22018600000000",2015
"7530",55,43,45025,1968,2012,2014,0,2032,"N","N","N","5","7","2.8M N JCT CTH A         ","LRD MARIAN RD     ","P22018700000000",2015
"7531",55,43,45025,1971,2012,2014,0,2032,"7","6","7","8","N","2.2M N JCT CTH A         ","LRD GOVIER RD     ","P22019100000000",2015
"7532",55,43,45025,1979,2012,2014,0,2032,"8","8","8","8","N","0.9M E JCT CTH A         ","LRD MILNER RD     ","P22019400000000",2015
"7533",55,43,45025,1973,2012,2014,0,2030,"N","N","N","5","7","1.8M S JCT CTH A         ","LRD UNIVERSITY FAR","P22019900000000",2015
"7534",55,43,45025,1975,2012,2014,0,2032,"7","8","8","8","N","0.1M S JCT CTH A         ","LRD SLABTOWN RD   ","P22020000000000",2015
"7535",55,43,54775,1910,2012,2014,0,2032,"3","5","7","7","N","3.7M S JCT USH 18        ","LRD TOWN LINE RD (","P22020200000000",2015
"7536",55,43,58125,1950,2012,2014,0,2032,"5","6","4","7","N","2.6M E JCT CTH K         ","LRD BORAH RD      ","P22021300000000",2015
"7537",55,43,58125,1967,2012,2014,0,2032,"N","N","N","7","7","3.3M N JCT CTH K         ","LRD BORAH RD      ","P22021400000000",2015
"7538",55,43,58125,1977,2012,2014,0,2032,"N","N","N","6","6","2.1M W JCT CTH K         ","LRD HILLDALE RD   ","P22021800000000",2015
"7539",55,43,43825,1970,2012,2014,0,2032,"7","7","6","8","N","4.2M N JCT CTH A         ","LRD COON HOLLOW RD","P22022500000000",2015
"7540",55,43,43825,1970,2012,2014,0,2032,"N","N","N","7","7","3.3M N JCT CTH A         ","LRD HYPOINT RD    ","P22022600000000",2015
"7541",55,43,43825,1972,2012,2014,0,2032,"N","N","N","8","6","2.6M N JCT CTH A         ","LRD HYPOINT RD    ","P22022700000000",2015
"7542",55,43,43825,1977,2012,2014,0,2032,"7","7","7","8","N","0.7M N JCT CTH E         ","LRD ROCK SCHOOL RD","P22022800000000",2015
"7543",55,43,43825,1973,2012,2014,0,2032,"N","N","N","7","7","1.4M E JCT USH 61        ","LRD LIBERY RIDGE R","P22022900000000",2015
"7544",55,43,15500,1949,2012,2014,0,2032,"7","7","6","8","N","0.5M N JCT CTH E         ","LRD ANNATON RD    ","P22023700000000",2015
"7545",55,43,15500,1977,2012,2014,0,2032,"N","N","N","7","6","0.5M S JCT CTH E         ","LRD PINE KNOB LANE","P22023800000000",2015
"7546",55,43,44050,1927,2012,2014,1966,2032,"6","6","6","8","N","2.3M E JCT CTH D         ","LRD WATERFALL RD  ","P22023900000000",2015
"7547",55,43,44050,1952,2012,2014,0,2032,"7","7","7","8","N","1.7M N JCT CTH D         ","LRD CROSSCUT RD   ","P22024000000000",2015
"7548",55,43,44050,1976,2012,2014,0,2032,"N","N","N","7","6","1.6M S JCT CTH A         ","LRD GREENWOOD DR  ","P22024100000000",2015
"7549",55,43,23400,1940,2012,2014,0,2032,"N","N","N","7","4","1.8M E JCT STH 81        ","LRD WILLOW BRANCH ","P22024300000000",2015
"7550",55,43,75075,1977,2012,2014,0,2032,"7","8","7","8","N","0.4M S JCT CTH A         ","LRD GRAYS MILL RD ","P22025400000000",2015
"7551",55,43,6100,1975,2012,2014,0,2032,"7","8","6","8","N","2.1M N JCT STH 35        ","LRD UNIVERSITY FAR","P22026000000000",2015
"7552",55,43,6100,1977,2012,2014,0,2032,"7","7","7","8","N","2.5M N JCT CTH U         ","LRD GRANT RIVER RD","P22026200000000",2015
"7553",55,43,6100,1975,2012,2014,0,2032,"7","7","8","8","N","2.0M N JCT CTH U         ","LRD PIGEON RIVER R","P22026400000000",2015
"7554",55,43,6100,1983,2012,2014,0,2032,"N","N","N","8","7","0.1M S JCT STH 35        ","LRD BUDWORTH SCHOO","P22026500000000",2015
"7555",55,43,29525,1968,2012,2014,0,2032,"7","7","7","8","N","2.0M W JCT STH 133       ","LRD MAPLE RD      ","P22026700000000",2015
"7556",55,43,6100,1960,2012,2014,0,2032,"N","N","N","6","6","2.9M W JCT CTH U         ","LRD MUSKELLUNGE RD","P22026900000000",2015
"7557",55,43,29525,1969,2012,2014,0,2032,"8","7","5","6","N","1.4M E JCT STH 133       ","LRD MUSKELLUNGE RD","P22027000000000",2015
"7558",55,43,29525,1969,2012,2014,0,2032,"8","6","7","6","N","1.2M E JCT STH 133       ","LRD MUSKELLUNGE RD","P22027100000000",2015
