"","State Code","County Code(FIPS Code)","Place Code","Year Built","Year of Average Daily Traffic","Year of Improvement Cost Estimate","Year Reconstructed","Year of Future Average Daily Traffic","Deck","Superstructure","Substructure","Channel and Channel Protection","Culverts","Location","Facility Carried","Structure Number","Year"
"5104",55,109,83400,1990,2012,2014,0,2033,"6","7","7","N","N","1.9M N JCT IH 94 TO E    ","STH 65            ","B55011600000000",2015
"5105",55,109,32350,1991,2012,2014,2013,2033,"N","N","N","8","7","2.0M N JCT USH 12 TO W   ","USH 63            ","B55011700000000",2015
"5106",55,109,36275,1991,2012,2014,0,2033,"6","6","6","N","N","1.0M S JCT CTH UU        ","LRD CARMICHAEL RD ","B55011800000000",2015
"5107",55,109,24275,1993,2012,2014,0,2033,"8","8","8","8","N","2.2M N JCT CTH G         ","LRD 200 TH STREET ","B55011900000000",2015
"5108",55,109,32350,1994,2012,2014,0,2033,"N","N","N","8","7","1.9M N JCT USH 12        ","CTH T             ","B55012000000000",2015
"5109",55,109,32350,1994,2012,2014,0,2033,"7","7","7","8","N","2.6M E JCT CTH TT        ","USH 12            ","B55012200000000",2015
"5110",55,109,4425,1996,2012,2014,0,2033,"7","7","7","8","N","0.1M E JCT CTH B         ","USH 12            ","B55012300000000",2015
"5111",55,109,75950,1996,2012,2014,0,2033,"7","7","7","8","N","2.4M E JCT STH 128       ","USH 12            ","B55012400000000",2015
"5112",55,109,22400,2005,2012,2014,0,2033,"N","N","N","8","8","0.1M N JCT CTH N         ","USH 63            ","B55012500000000",2015
"5113",55,109,36250,1995,2012,2014,0,2033,"6","7","7","8","N","AT MINNESOTA STATE LINE  ","IH 94 EB-USH 12 EB","B55012600000000",2015
"5114",55,109,4400,1993,2012,2014,0,2033,"N","N","N","6","8","0.4M E JCT USH 63        ","LRD 70 TH AVE MAPL","B55012700000000",2015
"5115",55,109,24275,1991,2012,2014,0,2033,"N","N","N","6","7","2.9M N JCT CTH DD        ","USH 63            ","B55012800000000",2015
"5116",55,109,32350,1992,2012,2014,0,2033,"7","8","8","7","N","2.7M W JCT CTH T         ","LRD 110TH AVE     ","B55012900000000",2015
"5117",55,109,32350,1992,2012,2014,0,2033,"8","8","8","8","N","0.1M S JCT CTH E         ","LRD 160 TH. STREET","B55013000000000",2015
"5118",55,109,32350,1992,2012,2014,0,2033,"8","8","8","7","N","1.6M N JCT USH 12        ","LRD 170 TH ST.    ","B55013100000000",2015
"5119",55,109,36250,1991,2012,2014,0,2033,"8","8","8","N","N","1.3M S JCT IH 94         ","LRD CARMICHAEL RD ","B55013200000000",2015
"5120",55,109,36250,1991,2012,2014,0,2033,"8","8","8","N","N","1.3M S JCT IH 94         ","LRD CARMICHAEL RD ","B55013300000000",2015
"5121",55,109,4425,1996,2012,2014,0,2033,"7","7","7","7","N","3.5M E JCT USH 63 TO S   ","USH 12            ","B55013400000000",2015
"5122",55,109,80800,1993,2012,2014,0,2033,"7","7","7","N","N","1.2M N JCT CTH M         ","STH 35            ","B55013500000000",2015
"5123",55,109,80800,1993,2012,2014,0,2033,"7","7","7","N","N","0.7M S JCT STH 65 TO N   ","STH 35            ","B55013600000000",2015
"5124",55,109,80800,1993,2012,2014,0,2033,"7","7","7","8","N","1.7M N JCT CTH M         ","STH 35            ","B55013700000000",2015
"5125",55,109,80800,1993,2012,2014,0,2033,"7","7","7","8","N","0.2M S JCT STH 65 TO N   ","STH 35            ","B55013800000000",2015
"5126",55,109,80800,1992,2012,2014,0,2033,"6","6","7","N","N","1.5M S JCT CTH SS TO N   ","STH 65 S          ","B55013900000000",2015
"5127",55,109,68275,1992,2012,2014,0,2033,"7","8","7","7","N","1.4M N JCT STH 29 TO W   ","LRD MAIN STREET   ","B55014000000000",2015
"5128",55,109,22400,1993,2012,2014,0,2033,"8","8","8","8","N","0.7M E JCT CTH B         ","LRD 50 TH AVENUE  ","B55014100000000",2015
"5129",55,109,39825,1993,2012,2014,0,2033,"7","8","8","8","N","0.5M S JCT STH 65        ","LRD N RIVER ROAD  ","B55014200000000",2015
"5130",55,109,11775,1996,2012,2014,0,2033,"8","8","8","8","N","1.1M E JCT STH 128       ","LRD 20TH AVE      ","B55014400000000",2015
"5131",55,109,67650,1994,2012,2014,0,2033,"8","8","8","7","N","0.9M E JCT STH 65        ","LRD 168 TH AVENUE ","B55014500000000",2015
"5132",55,109,36275,1999,2012,2014,0,2033,"7","7","7","N","N",".1M E JCT CTH UU         ","LRD STAGELINE RD  ","B55014600000000",2015
"5133",55,109,36275,2000,2012,2014,0,2033,"7","7","7","N","N","3.0M E JCT CTH F         ","IH 94 EB          ","B55014700000000",2015
"5134",55,109,36275,2000,2012,2014,0,2033,"7","7","7","N","N","7.0M W JCT STH 65        ","IH 94 WB          ","B55014800000000",2015
"5135",55,109,36275,1999,2012,2014,0,2033,"7","8","7","N","N","0.8M E JCT STH 35   (J)  ","USH 12            ","B55015100000000",2015
"5136",55,109,67650,1992,2012,2014,0,2033,"7","8","8","6","N","0.2M S JCT CTH A         ","LRD 100TH ST      ","B55015200000000",2015
"5137",55,109,76850,1992,2012,2014,0,2033,"8","8","7","8","N","0.4M W JCT CTH C         ","CTH H             ","B55015300000000",2015
"5138",55,109,23925,1992,2014,2014,0,2033,"8","8","8","6","N","0.8M S JCT CTH G         ","LRD 240TH ST      ","B55015400000000",2015
"5139",55,109,11775,1992,2012,2014,0,2033,"8","8","8","7","N","0.5M E JCT STH 128       ","CTH N             ","B55015500000000",2015
"5140",55,109,89025,1994,2012,2014,0,2033,"7","8","7","6","N","1.4M E JCT CTH BB        ","LRD SOUTH SIDE DRI","B55015600000000",2015
"5141",55,109,67650,1994,2014,2014,0,2033,"N","N","N","6","4","1.1M E JCT STH 65        ","LRD 140TH AVE     ","B55015700000000",2015
"5142",55,109,29600,1996,2012,2014,0,2033,"7","7","7","7","N","1.1M N JCT CTH DD        ","STH 128           ","B55015800000000",2015
"5143",55,109,80800,1999,2012,2014,0,2033,"N","N","N","8","6","3.6M N JCT STH 65        ","STH 35            ","B55016200000000",2015
"5144",55,109,80800,1999,2012,2014,0,2033,"N","N","N","6","8","TOWN OF TROY             ","LRD TRAILER COURT ","B55016300000000",2015
"5145",55,109,80800,1999,2012,2014,0,2033,"N","N","N","8","7","4.6M N JCT STH 65        ","STH 35            ","B55016400000000",2015
"5146",55,109,80800,1999,2012,2014,0,2033,"6","7","7","N","N","2.0M E JCT CTH FF        ","LRD TOWER RD      ","B55016500000000",2015
"5147",55,109,29600,1998,2012,2014,0,2033,"8","8","8","8","N","1.4M E JCT STH 128       ","LRD 310TH STREET  ","B55016600000000",2015
"5148",55,109,24275,1997,2014,2014,0,2033,"N","N","N","7","8","1.1M W JCT CTH T         ","LRD 130TH AVE     ","B55016700000000",2015
"5149",55,109,4425,1994,2012,2014,0,2033,"7","7","7","7","N","0.8M N JCT USH 12        ","CTH D             ","B55016800000000",2015
"5150",55,109,23925,1994,2012,2014,0,2033,"7","8","8","7","N","0.5M N JCT CTH G TO E    ","CTH D             ","B55016900000000",2015
"5151",55,109,26525,1995,2012,2014,0,2033,"8","8","8","8","N","1.5M E JCT CTH P         ","LRD 200TH AVE     ","B55017000000000",2015
"5152",55,109,26525,1995,2012,2014,0,2033,"8","8","8","7","N","1.9M E JCT CTH P         ","LRD 200TH AVE     ","B55017100000000",2015
"5153",55,109,29600,1996,2012,2014,0,2033,"8","8","8","8","N","0.1M N JCT CTH DD        ","LRD 300TH ST      ","B55017200000000",2015
"5154",55,109,75950,1995,2012,2014,0,2033,"8","8","8","8","N","1.2M N JCT CTH W         ","LRD RUSTIC RD #4  ","B55017400000000",2015
"5155",55,109,24275,1997,2012,2014,0,2033,"7","8","8","7","N","2.2M N JCT CTH G         ","LRD 190TH STREET  ","B55017500000000",2015
"5156",55,109,74700,2004,2012,2014,0,2033,"7","8","8","N","N","AT STH 64                ","LRD 38TH ST       ","B55017900000000",2015
"5157",55,109,74700,2004,2012,2014,0,2033,"7","8","8","N","N","AT 35/64                 ","CTH I             ","B55018000000000",2015
"5158",55,109,74700,2005,2012,2014,0,2033,"8","8","8","8","N","1.0 M E OF CTH I         ","STH EB STH 64     ","B55018200000000",2015
"5159",55,109,74700,2005,2012,2014,0,2033,"8","8","8","8","N",".4 M W OF STH 35         ","STH WB STH 64     ","B55018300000000",2015
"5160",55,109,74700,2005,2012,2014,0,2033,"7","8","8","N","N","AT STH 64                ","STH 35            ","B55018400000000",2015
"5161",55,109,74700,2005,2012,2014,0,2033,"7","8","8","8","N","AT APPLE RIVER           ","STH 64            ","B55018500000000",2015
"5162",55,109,74700,2005,2012,2014,0,2033,"7","8","8","8","N","AT APPLE RIVER           ","STH 64            ","B55018600000000",2015
"5163",55,109,32350,1998,2012,2014,0,2033,"8","8","8","7","N","0.1M S JCT CTH J         ","LRD 200TH ST      ","B55018800000000",2015
"5164",55,109,4400,2005,2012,2014,0,2033,"7","8","8","8","N",".6M EAST OF STH 63       ","LRD 4TH AVE       ","B55019000000000",2015
"5165",55,109,70825,2003,2012,2014,0,2033,"7","8","8","N","N","AT STH 35                ","LRD 150TH AVENUE  ","B55019200000000",2015
"5166",55,109,39825,1998,2012,2014,0,2033,"8","8","8","8","N","2.3M W JCT CTH J         ","LRD STEEPLE DR    ","B55019300000000",2015
"5167",55,109,29600,2001,2012,2014,0,2033,"N","N","N","6","8","2.2M N JCT STH 128       ","CTH X             ","B55019400000000",2015
"5168",55,109,23925,2001,2012,2014,0,2033,"8","8","8","8","N","0.9M S JCT CTH G         ","LRD 230TH ST      ","B55019600000000",2015
"5169",55,109,23925,2001,2012,2014,0,2033,"8","8","8","8","N","0.7M N JCT CTH DD        ","LRD 230TH ST      ","B55019700000000",2015
"5170",55,109,23925,2001,2012,2014,0,2033,"N","N","N","7","8","1.8M E JCT USH 63        ","LRD 140TH AVE     ","B55019800000000",2015
"5171",55,109,22400,2002,2012,2014,0,2033,"N","N","N","6","8","2.3M S JCT CTH N         ","LRD 230TH ST      ","B55019900000000",2015
"5172",55,109,18300,2002,2012,2014,0,2033,"8","8","8","8","N","0.3M W JCT USH 63        ","LRD 200TH AVE     ","B55020000000000",2015
"5173",55,109,22400,2004,2012,2014,0,2033,"7","8","7","N","N","AT IH 94W                ","USH 63N           ","B55020200000000",2015
"5174",55,109,24275,2002,2012,2014,0,2033,"N","N","N","9","8","TN ERIN PRAIRIE          ","CTH GG            ","B55020300000000",2015
"5175",55,109,18300,2000,2012,2014,0,2033,"6","7","7","8","N","1.5M N JCT STH 64        ","STH 46            ","B55020400000000",2015
"5176",55,109,29625,2001,2012,2014,0,2033,"7","8","7","8","N","0.9M E JCT STH 128       ","STH 170-MAPLE ST  ","B55020500000000",2015
"5177",55,109,74700,2003,2012,2014,0,2033,"7","8","8","N","N","AT STH 35                ","CTH V             ","B55020600000000",2015
"5178",55,109,29600,1998,2012,2014,0,2033,"8","9","9","7","N","0.7M S OF JCT CTH X      ","LRD SANDY CREEK RD","B55020700000000",2015
"5179",55,109,67650,2003,2012,2014,0,2033,"N","N","N","7","7","2.2M N JCT CTH G         ","STH 65-KNOWLES AVE","B55020800000000",2015
"5180",55,109,18300,2002,2012,2014,0,2033,"8","8","8","7","N","0.2M W JCT CTH O         ","CTH S             ","B55020900000000",2015
"5181",55,109,76850,2006,2012,2014,0,2033,"7","8","8","N","N","JCT. STH 64 AND CTH A    ","LRD STH A         ","B55021100000000",2015
"5182",55,109,80800,2005,2012,2014,0,2033,"7","8","6","N","N","AT STH 35                ","LRD HANLEY ROAD   ","B55021200000000",2015
"5183",55,109,80800,2000,2012,2014,0,2033,"N","N","N","8","7","2.5 M N OF STH 65        ","STH 35            ","B55021400000000",2015
"5184",55,109,74700,2004,2012,2014,0,2033,"8","9","9","9","N","AT APPLE RIVER           ","CTH I             ","B55021500000000",2015
"5185",55,109,11775,2005,2012,2014,0,2033,"9","9","9","9","N","0.6M W JCT CTH NN        ","LRD 60TH AVE      ","B55021600000000",2015
"5186",55,109,32350,2008,2012,2014,0,2033,"8","8","8","9","N","0.8M N JCT USH 12 TO W   ","USH 63            ","B55021700000000",2015
"5187",55,109,74700,2005,2012,2014,0,2033,"8","8","8","8","N","1.0 M E. OF STH 35       ","STH EB STH 64     ","B55021800000000",2015
"5188",55,109,74700,2006,2012,2014,0,2033,"8","8","8","8","N","1.0M E XING STH 35       ","STH WB STH 64     ","B55021900000000",2015
"5189",55,109,24275,2008,2012,2014,0,2033,"N","N","N","8","8","1.4M N JCT CTH G         ","USH 63            ","B55022000000000",2015
"5190",55,109,4400,2008,2012,2014,0,2033,"N","N","N","9","8","1.7M N JCT IH 94         ","USH 63            ","B55022100000000",2015
"5191",55,109,67650,2006,2012,2014,0,2033,"N","N","N","8","8","1.70 NORTH OF CTH G      ","CTH 140TH ST      ","B55022200000000",2015
"5192",55,109,68275,2003,2012,2014,0,2033,"N","N","N","8","7","0.2M W JCT KINGSBORN AVE ","LRD NEW CASTLE DR.","B55022300000000",2015
